timestamp,index_type,info,dstore,qproc,compr,optim,query,query_type,run_id,latency_ms,current_mem_kb,peak_mem_kb
2025-11-02T15:54:07.722853,self,BOOLEAN,DB1,NONE,TERMatat,Null,america washington,edge,0,48.641
2025-11-02T15:54:07.976729,self,BOOLEAN,DB1,NONE,TERMatat,Null,"""united states of america"" OR america",edge,0,253.515
2025-11-02T15:54:08.083236,self,BOOLEAN,DB1,NONE,TERMatat,Null,"""washington"" AND NOT ""washington""",edge,0,106.219
2025-11-02T15:54:08.288896,self,BOOLEAN,DB1,NONE,TERMatat,Null,(america),edge,0,205.28
2025-11-02T15:54:08.577738,self,BOOLEAN,DB1,NONE,TERMatat,Null,"NOT (""america"" AND ""washington"")",edge,0,288.464
2025-11-02T15:54:08.821442,self,TFIDF,DB1,NONE,TERMatat,Null,america,term,0,241.303
2025-11-02T15:54:09.052192,self,TFIDF,DB1,NONE,TERMatat,Null,washington,term,0,230.377
2025-11-02T15:54:09.168296,self,TFIDF,DB1,NONE,TERMatat,Null,constitution,term,0,115.769
2025-11-02T15:54:09.469033,self,TFIDF,DB1,NONE,TERMatat,Null,america AND washington,boolean,0,300.359
2025-11-02T15:54:09.772216,self,TFIDF,DB1,NONE,TERMatat,Null,america OR washington,boolean,0,302.801
2025-11-02T15:54:10.097104,self,TFIDF,DB1,NONE,TERMatat,Null,america AND NOT washington,boolean,0,324.524
2025-11-02T15:54:10.727102,self,TFIDF,DB1,NONE,TERMatat,Null,NOT america,boolean,0,629.689
2025-11-02T15:54:10.775700,self,TFIDF,DB1,NONE,TERMatat,Null,"""united states of america""",phrase,0,48.289
2025-11-02T15:54:10.823875,self,TFIDF,DB1,NONE,TERMatat,Null,"""american constitution""",phrase,0,47.881
2025-11-02T15:54:10.869371,self,TFIDF,DB1,NONE,TERMatat,Null,"""american independence""",phrase,0,45.189
2025-11-02T15:54:10.966238,self,TFIDF,DB1,NONE,TERMatat,Null,"""united states of america"" AND ""american constitution""",mixed,0,96.556
2025-11-02T15:54:11.300374,self,TFIDF,DB1,NONE,TERMatat,Null,"""american independence"" OR america",mixed,0,333.764
2025-11-02T15:54:11.413863,self,TFIDF,DB1,NONE,TERMatat,Null,"""united states of america"" AND NOT constitution",mixed,0,113.185
2025-11-02T15:54:11.753897,self,TFIDF,DB1,NONE,TERMatat,Null,"""north america"" OR ""south america""",mixed,0,339.629
2025-11-02T15:54:12.168350,self,TFIDF,DB1,NONE,TERMatat,Null,"(""america"" AND ""washington"") OR (""congress"" AND ""president"")",grouped,0,414.018
2025-11-02T15:54:12.566407,self,TFIDF,DB1,NONE,TERMatat,Null,"(""america"" OR ""washington"") AND (""congress"" OR ""president"")",grouped,0,397.644
2025-11-02T15:54:13.079282,self,TFIDF,DB1,NONE,TERMatat,Null,"(""america"" AND NOT ""washington"") OR (""washington"" AND NOT ""america"")",grouped,0,512.463
2025-11-02T15:54:13.471796,self,TFIDF,DB1,NONE,TERMatat,Null,"(america OR washington) AND NOT ""congress""",grouped,0,392.069
2025-11-02T15:54:13.928378,self,TFIDF,DB1,NONE,TERMatat,Null,"((""america"" AND ""washington"") OR ""president"") AND NOT ""congress""",nested,0,456.159
2025-11-02T15:54:14.376274,self,TFIDF,DB1,NONE,TERMatat,Null,"((""america"" OR ""washington"") AND (""congress"" OR ""president""))",nested,0,447.512
2025-11-02T15:54:14.725771,self,TFIDF,DB1,NONE,TERMatat,Null,"(""america"" AND (""washington"" OR ""president""))",nested,0,349.097
2025-11-02T15:54:15.145718,self,TFIDF,DB1,NONE,TERMatat,Null,"(""america"" AND (""washington"" AND (""congress"" OR ""president"")))",nested,0,419.517
2025-11-02T15:54:15.218210,self,TFIDF,DB1,NONE,TERMatat,Null,america washington,edge,0,72.172
